message,label,followers_count
wow my x60s is dead ,0,60
just finished cooking spag bol from scratch.. in other words been cooking for the past 4 hours! i'm not hungry anymore ,1,847
trying to write dssertation ,1,252
@ilovedt that's what I thought. Bummer! ,1,5363
".. This response from Support is blatantly untrue, fake accounts are shut down all the time!  And it contradicts their own Terms too.  ",0,249
Oh noooooo Kath is back from Annual Leave!!!!!  du du duuuuuuuu!,1,6817
@Kal_Penn thank you for being a great character on House! I'm sad to see you go! ,1,587
@babyporridge I didn't get your 'Twitter is crap' reply ,1,599
"Dad was admitted to hospital yesterday, so want to fly to Cape Town to visit... R1900 for monday return ticket on #Kulula ",1,342
Haven't tweeted in ages my twitterberry doesn't work anymore help! ,1,293
I don't like these late start night shifts coupled with it being bloody light outside my window when I'm meant to be going to sleep ,1,762
Longing for yesterday ,1,16186
i want a guy like carmello or jimmy ,1,1320
@_laertesgirl Sorry to hear that.  Anything specific? x,1,590
ha ha ha   damn i had  such  good  time chillin wit  my  favorite hizzo  danced my face off @ the lodge never made it to backbooth  ..,1,649
Work today ,1,272
@EvilUnicorn im not on aim rn ,1,854
"I accidentally put sugar in my food instead of salt, so now I'm eating sweet fried rice  My clumsiness astounds me sometimes!!",1,341
Why don't the hot guys from my gym get on my train in the morning? It's always full of dullards ,1,1283
Another sales pitch today for a potential #surface customer. I do more sales than development these days ,1,227
"Downloading the torrent of last night's SYTYCDA, where my love BJ was tragically (but predictably) eliminated ",1,1273
Waiting for an update about my car. It's in the shop again! ,1,2407
Bored from doing homework  What is pingping doing?,1,364
"The worst part about laundry is: the longer that you wait to do it, the more unpleasant it becomes. ",1,538
"@ZappoMan oh, your tweet was about weapons? That's covered by Pandora's Box - can't uninvent it, leaving us all with MAD ",0,859
FUCK....I CAN'T SLEEP ,1,394
"@reznik360 @bonbonfire another fun confab, no matter what comes of it. i wish i hadn't worked until 9. i'm gonna miss next week, though. ",0,7769
is sooo proud with her bro! huhu.. he's so talentfull.. i wish i could do best like him.. ,1,389
i'm missing my best friends. I miss our fun times together. I love you guys and i miss you so much  ,1,46
Done with homework. Sneezing  but feeling better! 28 days,1,212
Passed out last night while mum was puttin cream on my.tattoo ,1,322
@PrinceDavey aww no invite??  lol jk. coolness for the day off!,1,368
@BobbyLy Nah gentlemen. I got class at 8AM on Wednesdays.  But thanks anyway!&lt;3,1,368
@PhillyD Awe it always sucks when you cant sleep in your own bed  Hope your dad gets better he is in my prayers .,1,24
Note to you all: don't go to the choclate bar @ schiphol!! it is passengers only ,1,302
didnt hear from my hunn today ,1,352
@getvisible journalists are up there with ambulance chasing lawyers in my reckoning ,1,887
"Good morning world, couldn't sleep tonight  Copenhagen doesn't want to leave my head...",1,522
Flo rider has sampled that blue song he messed that song up for me ,1,149
@devakishor Oh oh! That's sad! ,1,443
i had a extravagant yet time conserving plan lined up for today.......which ive now forgotten ,0,141
@iwouldificould How have you watched it? I tried the youtube link but it won't work! ,1,332
missing my boyfriend  who im on the phone with but its just not the same TWEET,1,1532
wont get any rudd money   for those in doubt... http://calculators.ato.gov.au/scripts/axos/axos.asp?CONTEXT=&amp;KBS=ESB.xr4&amp;go=ok,1,258
@RebeccaMayne That does sound boring as hell becs ,0,1201
is sad because there was another earthquake in italy.. ,1,149
@wilshipley  I am sad... the Dutch localization in DL2 is bad... it's incomplete and has too many truncations...,1,642
@Codylfriend - you're not sweet ,1,2249
@disobedientgirl wonderful.. I ll be slogging at 9.. you get up at 9 eh.. ,1,136
@MrBigglesrox hey emily you lie!!! meanie   ,1,178
@Pauliwhirl OMG WHINE WHINE WHINE WHINE HOUSING LOTERY IS OVER STFU I HAD TO EXPLAIN TO QIDONG THAT HE WAS FUCKED. ,1,111
I stayed up too late. Didn't get the design done like I wanted to ,1,226
Allergies playin up like mad today ,1,179
Planting a friend today.  Not been to a funeral in &gt;20 years.,0,2104
No music today. Blip.fm is undergoing maintenance ,1,67
@anyshalyke oh you went clubbing without me   lol next time we can do it together,1,261
JUST realized im talking to no one... ,1,102
@jacvanek What a sad thought if it isnt!  &lt;3 CC,1,312
"doesn't want to go to school tomorrow. it's the last day, but it's also twyla's day off ",1,310
@bavster_twit u can't sip crap vodka! Nope not done #c25k got ominous knee pain - not good ,0,344
Off to the doctor's today emily has a rash which looks like the measles ,1,71
@shantelleb so has mine ,1,921
@Aiiane What's wrong with being an attention whore? ,1,26
on the coach  gonna be fun!,1,413
Misses Rach already ,1,421
@DeiondraSanders I'm always up late. I wish I was a morning person but I'm not ,1,12466
AHHHHHHH! Everyones doing laundry except me ,1,636
boxee now has Pandora. Useless to me here in Oz. Boo hoo ,1,652
i hurt my leg! ,1,167
"@timvansas no, not yet   But also need to finish the rest of it ;)",1,608
@seanporter thank uuu! i know i heard youre in dallas ,1,35272
Downy weather  Where's the summer?,1,1402
@KarsentheSlater I'm getting pissy lately - I know I make mormon jokes at you - I'm sorry. I hear mormon jokes now and I feel bad. ,1,9527
"Also, I realize that sounded a tad drama-queen, but I haven't been sick in YEARS. It's hittin me hard this time ",0,130
Okay I'm sorry that was mean. I'm not nice ,1,152
Craaaaap. My Macbook Pro is kernel panicking a lot now. I think I'm going to be forced into an upgrade sooner than this summer ,1,49
pose ta b goin ta AZ dis week  i hope lol,1,414
"Well that made me sad, i sat down to watch tv, and then remembered i dont have cable anymore.  Lol.",1,1212
@1an3 thank you!! I have to now do it all again today ,1,819
Had a lovely day at the beach followed by dinner with a gorgeous lady ;) roll on the work today  Booo!,1,2746
"@TyJaneTrev i agreee! clearly they only want attention, SORRY I COULDN'T CATCH THE TRAIN MATEEE ",1,521
"i got smoke in my eyes, now they burn ",0,742
"Loves what #drupal file framework module could do, but is sick of Bitcache errors making it impossible to upload files ",0,370
i feel lonely today.... ,1,1536
@hebb I wish I could go to bed... ,1,604
Haha my house is creepy at night!!  It creaks and stuff..scary. lol..I'm gonna go to bed.,1,1166
can't upload my pic ,1,768
ah..I hate flu..now its third day. guess what happened accidently I shaved my eye brows off. I need glasses ,0,1997
@zackdft but i like reading the bullshit! ,1,361
im so confused  This SUCKS!!!!!,1,158
has to study math 4 econ but isnt in the mood ,1,96
"@MissCassandra StiLL on my &quot;Lions &amp; Tigers &amp; Bears&quot; shyt.............  but GOD is gOOd consequently, I wiLL be tOO",1,7921
why do other people get replies ,1,237
"Damn stiff neck, day 2 ",1,174
@djginaturner no le gusta house of house 5 min intro ,1,72
Missing the fab five ,1,399
@marcellariley it was a repeat tonight for Gossip Girl ,1,823
is losing her hubby for a week tomorrow for work.  Easter and all ,1,655
@HoptonHouseBnB I'm thinking of getting my old FM tuner from the garage as I'm having problems when my PC just stops playing audio ,0,224
i want my money from kevo to hurry up ,1,241
Anybody willing to help me??? I've been trying to make a sad tune on the piano for a new song but it always ends up happy and bright  ???,1,23
@bursaar Good for me. I haven't gone to bed... ,1,144
baking oatmeal + chocolate chip cookies to make me tired.  i can't sleep ,1,355
and so the editing of 3000 wedding shots begins ,1,557
my facebook is Fucked. ,1,2634
@KellyShibari i thought i saw you there! you were walking out the door when i saw you. ,1,206
@derek319 @shwe370 sweet! That was fun... Except it stretched my browser... And I was watching Twit! ,1,753
Ads not yet appeared  Google Adsense Team said it may delay 48 hrs on http://womenissues.info,0,138
tired  i need a regular 9-5,1,649
my dog is in my room SNORING! ,1,48
Going to sleep... hoping to wake up and tommorow will be Wednesday instead of Tuesday... I really don't want to go to work ,1,128
@wtfanabel nite!! I still cant go to sleep. ,1,458
Im such an insomniac this week ,1,3174
@alissa_rules Basically.  I feel like I need to take better care of myself after seeing that fool.  No more juicin' for me ,1,84
still spitting out stitches from that bone graft ,1,248
hooray for the ever so reliable signalflare server ,1,101
"Well that was a fun nights work, now to start the working day ",1,257
Sleepin. @skankityspence halo tonight before you leave ,1,151
@Schofe not off the side of the bridge I hope? ,0,1247
watchin.. I'm not there. and missing heath ledger ,1,543
"@Indigored_hot  sorry your day was a waste, hope you found some good bits in it and YAY you are homeward bound.",1,325
"@awillert  im so jealous..i want salsa, but the cookies were AMAZING!",1,461
blip is &quot;under maintenance&quot; &amp; i'm goin' through withdrawel ,1,552
"@MadNinjaCurl hey neighbor, neither can I ",1,168
@msJodiOdie its such a sad situation. Though 1-in-3 of us will be beaten. In US every 15 seconds &amp; 3 killed a day. It's sadly commonplace ,1,240
and so the editing of 3000 wedding shots begins ,1,92
Journalist throws shoe at Chidambaram  http://ibnlive.in.com/news/journalist-throws-shoe-at-chidambaram/89666-3.html,1,1877
"starting to resent always being struck by creativity after midnight, then having to get up for work in the morning ",1,296
What's the best way to eat reheated pizza I keep trying to eat this one but it's too hot and makes my mouth be in pain ,0,269
Nothing was sick all day it sucked im just up late cant sleep ,0,3030
Even with the best intentions i'm late for work again ,1,1068
"@Linda_James Thank you!! I spent ages on Thursday tidying up, then along came everyone and it looked like a right tip again ",1,33
 Heroes is losing it's momentum ): come on writers pick it up!!!,1,558
it�s so boring ,1,150
is back at work...Although I wish I was back in bed... ,1,352
its sprained!!  so glad im on holidays,1,270
"Stupid bus was early  I missed it. Stupid thing  Then I missed the bus after that.  Finally got a bus, then missed my second :'( gutz.",1,785
"@MrNokill @MrNokill problem is they aren't appealing to a wide enough audience, even though they think they may be ",0,21
@AiyerChitra Yikes! Now i have no clues what to do! ,1,1341
I am engaged to muppet orlando and i just realised oh my god i cant marry Justin Timberlake ,1,59
gosh it`t 9:39 am and i am soooo tired &quot;yawn&quot; i want to go back to sleep but i can`t ,1,702
On the train sans Guardian ,1,131
Made it into DC on Saturday afternoon after 17 hours in air and am now in South FL...jetlag sucks!!  Haven't had a full sleep since Thurs ,1,248
"I'm at work, and I'm sick.. And its helluva lot todo. This blows. ",0,1209
i am so screwed up! a confused and dumb child!  i NEVER felt so bad all my life! i wish i have any specialty! too bad i have none ='(,1,68
Went to the doctor's today and my blood sugar level was 178. ,1,287
gosh...it makes me sad when people don't give God a chance ,1,1024
"@kaylee110 *yawns* i'm pretty good, thanks, awww  i'm sorry to hear that! feel better soon &lt;3",1,197
@shelikescute that's so sad ,1,114
It's 8:40am... I've been awake for nearly 2 hours ,1,211
can't sleep. I don't like Sonny being gone. ,1,96
Not drunk at all  @kirstiekalamity,0,114
finally! updated...oohh I sooo miss the internet {sorry to say that woop2x may not open apr.10}  so how's it goin'??,1,32
i miss @sebby_peek ,1,25
"@dadi_iyal and you'll get familiar with twitter pretty soon!!! i'm not coming back this summer, so that means i dont even see you then?! ",1,157
loves to get drunk... just not by himself ,0,1
I have a hole in my favourite top. I bought it in the sale before Christmas so I can't even get an exchange  might try fixing it later.,1,29
"feeling very poorly and sorry for myself. Can't swallow, ow  Stupid glands.",1,389
@StreetWearBear.  yes I am thanks for reaveling to the world bro fuck my life hahaha,1,100
@cherrytreerec I can't see anything  Stupid YouTube and their location restrictions. Who's in the Speedo?,1,864
She now wants an mmmf except I have to only play a supporting role  would mind but the other two guys have huge cocks what am I to do? ,1,864
Banned from Sims Forums for the rest of the week. Aww    It feels weird. I was only sticking up for Chanel :'(,1,168
@willadam i treated myself to that latte after the appointment which was horrible. I need to have my wisdom teeth surgically removed ,1,657
@CelesteChong oh but mine is ceramic so its more ex  abit less visible. inside ones are very ex! double the price n double the duration,1,545
"Dear Crimestoppers, thankyou for your regular service of our burglar alarm, I'm most grateful for the new 200dB ear-deafening entry tones ",0,132
"All the fightin and name callin, i can still run 2 my sister!  nite...",1,130
sick today  and i have a lot to do at work ,0,351
Trying to find a tech job. Can't find any entry level jobs any were.  Also just about every job site has more spam now then jobs.,0,51
4 am insomnia is a BITCH ,1,4158
just threw up all over the bathroom. not fun ,1,150
off to work ,1,6154
Really hungry and sad that I had to throw my breakfast in the bin ,1,160
Oh darn...it's mandy creed isnt it @jordar @mikerra ,1,223
i dont understand.  i didnt mean to break anyones heart. ,1,32
"Obama is visiting istanbul today, therefore all main roads have been closed  cause and effect !!!",1,1077
"A lovely day, blazing sunshine.... too bad I have to work ",1,547
"OMG my girl just woke me up, reason doesnt matter &amp; now I cant fall back to sleep  Gotta b up at 5 so maybe I'll just stay up. **sigh**",1,535
"@viennateng Why didn't you tweet that you are in Germany, Heard about the concert in Marburg in the Radio 1 hour before it started. ",1,672
late night is all re-runs  http://ff.im/1Y02L,1,988
just getting home...its snowing ,1,146
@roxy_yeah yep a loser.  ,1,276
and finito! All bathroom contractors been thru the house. Quotes incoming then i need to bite the bullet ,1,82
@caitlinaudrey awww!  that sucks! are you going to the sydney one?,1,537
"Sorry, SF. Rescheduling my SF trip for this coming weekend to mid May. Bad circumstances ",1,162
"2morw  I get my blasted wisdom teeth pulled! Need sleep...cnt stop worryng, I hate needles ",0,777
"Morning twitterati...... Large coffee and a bath on top of todays list, first appt 10am then loads of desk work. ",1,176
hitting the gym! afterwards looking forward to rewiring my studio... yet again ,1,615
doesnt  want to go to work lol ,1,934
"@SherriGarrity Sorry I missed responding yesterday  Rochester is in MN, so we are not to far from each other! Dark chocolate rocks!",1,1092
i wanna come with them to bohol!!!! ,1,137
I have a cold  buee,1,76
Ate a piece of angel food cake and another Laffy Taffy ,1,6219
"Driving back to La Quinta tomorrow... I should sleep, but I'm oddly wired. ",1,77
aaaaaaaaaah still cold outside... at least it's sunny! For now that is ,1,15
is running on low batteries....  http://plurk.com/p/n0blb,1,484
At shell gas station. lunch break. Tired. ,0,1239
Ready for sleep but having trouble sleeping ,1,7841
just burnt my fingers on a hot cup of tea - ouch!!! ,0,116
Hhh~ It's times like THAT when you want things to stay right  Then someone comes and wrecks it.,1,458
"@mileycyrus i have the same problem, but it's 4:43 here... let's see if counting works..1234...56 57 58... 132 133 134... no z's for me! ",0,411
 there is no way i can go to school today im way to sick,0,359
Wikipedia has gone  forever! See what the goverment do its there fualt lets hope donations or something bring it back !!,1,88
Can't seem to get over the dissapointment of haveing absolutly no one notice I am gone. Sad   I must not be boring I must not be boring...,1,1468
"http://twitpic.com/2y5s9 - He only reminds me of him because he doesn't wash his hair, that's all. Gross, I know! ",1,336
Is feeling like dancing in the rain like a pixie......but the rain stopped  ohh well....lol I'll watch flight of the conchords instead,1,1782
just got back from the funeral of a government employee-friend.    http://plurk.com/p/n0bvd,1,349
@deepbluesealove Your beau's not online tonight  bummer for U...And No music either!,1,1321
Started getting mailshots aimed at pensioners - it's all downhill now ,1,451
Wishing I could sneak in to watch the Star Trek premiere ,1,427
owww.... just hit my elbow really hard on a door ,1,243
cant wait 2 c Carter when bak @ skewl hate gettin sick it suks.......blech ,0,656
@Best_Flights Need 2 get ass in gear! Wana go away 24/6 bt nt sure where Cairo &amp; UK maybe bt may b able 2 go earlier bt wont no til 8/5 ,1,591
"wow #epicfail on me. I did a search for epicfail and didn't see many entries but apparently, it's widely used. I'm depressed now ",0,131
"I don't want to be cold in April, but I am ",1,459
"Noes, my goat-wool socks have worn through ",1,51
SO tired but can't sleep ,1,331
Dropped car off to get exhaust replaced - that's �250 I could do without spending ,1,493
"School work BORING,  Working on a business law paper right now can't wait till i'm done.  Hopefully tomorrow grrrr...   ",1,243
Too many assignments ,1,324
"@olabini still here, though the site is gone ",1,28
Got to pause twilight now as nearly at work ,1,484
"@hollaglam my fav English teacher, she just had miscarriage.  &amp; u knw wht makes me sad even more? she was going to name her baby Tamara ",1,421
"Anxiously awaiting June 28th, it  can not come soon enough (my graduation ceremony).  Am not looking forward to the 10th end of my break ",1,186
What is common between Chidambaram and George Bush  ?,1,205
Morning everyone! Stuck in registration for a while then assembley! Nayyy ,0,744
@Cezzadwen I think that it's pretty standard wherever you go?  Can't find it anywhere in Canberra yet ,1,1206
home with the flu ahhh  suxz well and tired will go to sleep in about an hour or so Goodnites !,0,555
The first serial about my city so stupid... ,1,118
@sianllewellyn ive txt you this morning ,1,667
@LFTA Got me what again? I'm sorry I can't understand ur last tweet ,1,137
What is common between Chidambaram and George Bush  http://news.oneindia.in/2009/04/07/sikh-journalist-hurls-shoe-at-p-chidambaram.html,1,771
I feel like I should change my picture but I don't think I could part with my bff Audrey Hepburn. ,0,1846
"nooooo!! I was doing so good, im not allowed to cry.. ughhh, staying up late makes me think about stuff.. ",1,3388
"My forehead is starting to feel like someone has cut a slice out of it. Oh, that's right, someone cut a slice out of my forehead today ",1,393
"@annemarike oh no  owies, when will that happen? ",1,151
Thinking of pay day.....another 3 weeks to go  lol,1,850
@AllStarNinja my choices are limited since they blocked my HULU.. ,1,291
Waiting for my flight. Slumming it in the departure lounge. ,1,62
Area nightclub making �8 out of the bewilldered uni students who have arrived home. while the poor folk like me have to struggle on ,1,45
It is just me. Uninstalled #rails 2.3.2 and tried with a fresh 2.2.2 app - still no dice. Obviously something bizarre in my setup ,1,1128
"@JCTurner Yeah, not good. Even going back to 2.2.1 didn't resolve it. ",1,280
@Tasouls what stupid show were you watching? lol. Not that there is any shortage. ,1,1527
still waiting and missing my baby boy! ,1,739
Omg house what did I ever do to you   ,1,434
"@_adriii OMGOSH, they're like biscuits, so so so yum. xD you haven't lived until you've eaten them missy :p &amp; i miss you too  x",1,88
tooo early. im running late. ,1,124
I don't feel so hot.... ,1,29
Leaving Koh Tao  start of journey back to Bangkok  http://twitpic.com/2y5uv,1,300
"@Cuckolds I'm being set up again except now I'll have to watch her with 2 huge membered guys, I feel like a hat stand ",1,253
@fionamccarthy I am sure it will! I have got loads to do today ,1,141
ps just broke my fucking phone ,1,357
Not many people from my home town using IRL connect ... ,1,101
@xjerx she's at the Ritz LOL but been there before and it's ok for a gig! Not got any more planned  what about you?,0,128
is at work!!!  xx,1,376
@katyrullman This is why you need to not be over in the Old World. I misses hanging out and being awkward with you ,1,904
@aplusk It amazes me men like you actually exist... I hope I find someone someday who will love and value me ,1,369
is going to school to do dt ,1,520
"@Juzley Yaaaay, maybe I should've gone ",1,736
@mileycyrus I guess counting sheep didn't work  Hope you get some sleep!,1,8
/really/ need to clean the sensor in my SLR. As it is I will be doing spot removal from several hundred pictures ,1,421
Woken up by someone hammering &gt;&lt; they have stopped now and I can't get back to sleep ,1,142
has a hangover ,1,428
Is stuck in traffic ,0,95
"@_elliee haha yeah, i thought it would be much more complicated :') and well ive just got home from school, we've not got holidays  x",1,292
i think i have tonsillitis ,1,120
@mileycyrus I would too if it meant spending a day in heaven w/my mom and getting to see her again. ,1,101
"@FoxWhisperer clean, but it resulted in the soft top beaing soaked wet, so I couldn,t open it  should be dry now",1,315
#mhbigcatch 8oz Golem  But finally got a Wight - 3oz,1,236
"@nick_carter Time for Warcraft yes, but for a simple game of a group of fans no  Just let us know if u figure it out, you want the prize?",1,369
@yopatrizzle Not sure to tell u the truth  it's been so long since I've seen him but ask Sumo's daddy @PAULSKRATCH he has full custody lol,1,70
Really wish I could see Eddie Izzard on tour  Damn the stupid expensive tickets!!! CAKE OR DEATH?!!!,0,132
I can't sleep I'm stressing out  JPC &lt;3,1,879
"think im an insomniac, i just cant sleep..    birthday in 5 days... oh yay. ~_~",1,3535
*cough*cough*cough* that's all I seem to do right now ,1,240
@Kal_Penn most confusing hour of my life. ,1,192
Another long and slow day ahead ... *sigh!*  ,1,2333
@islandnene83 well you didnt even consult me to see what my plans were. maybe they changed...and they did. so thanks.   ,0,514
dang! i'm lazy  i've begun three short stories in the last three weeks... and never finished anything. will. have. more. focus.,1,512
"@LOSTmeself ;; uh.. february something, haha!  imy! ",1,992
@MizzChievouz am sorry to say but it is still in the air ,1,815
holy shindigs.  thats HOT.,1,1171
is thinking he's going to have to reinstall WoW as it simply refuses to update to 3.1.0  irritating times  It'll take forever ,1,579
Okie dokie my tweoples its been a long day and I have to be in the city by 10 am BOOOOOOOOOOOO  Good night my lovelies &lt;3,1,151
hoping I can fall asleep after watching Knowing.  Definitely wasn't National Treasure ,1,54
I think my email / domain is being blocked by  Akismet ,1,514
Blip.fm is undergoing maintenance.  http://blip.fm/,1,4493
@yayfuckbuddies haha I would but you won't ,1,903
"Why is it that anytime that I plan what do, I get sick and all the plans go out the window. ",0,22
@rodrigo very grey morning ,1,515
feeling ill and sorry for myself ,1,56
o have too much on my mind and is trying to write it all down so maybe i can get some sleep before class...it's not really working ,1,820
@cufa Getting lots of dentist time myself at the moment. Very stressfull and sore  take it nice and easy for the rest of the day!,1,165
Coke Zero mobile site broken... on iPhone anyway...   http://twitpic.com/2y5xp,1,507
"&quot;Bruce Springsteen embarks on world tour.&quot; Apparently, Oz is on some other, unworldly planet ",0,1116
Today I got2do shopping 4easter! &lt;3 Malachi xx owww I'm so sore too 2day ,1,2213
Being grumpy. Abu Dhabi is so boring. There really is nothing to photograph and no one to go with ,1,364
"@kel_marshall tell me about it, had some mortgage quotes last sat. Going to be skint for the next 30 years. ",1,192
is hoping the posty delivers my pink tickets ,1,179
@rustyrockets do I sense a blog coming on?  Too bad I have to leave in like 10 mins   xxx,1,611
The house is one big mess. Everything is crammed in my bedroom while they do up the other rooms ,1,403
Not liking being back at work this morning ,1,4964
"Argh, opened my crisps upside down.  I hate that. ",0,225
Feeling really really ill ,1,67
Blazing row with boy. Tantrums all round. Missed train and now standing on platform feeling guilty ,1,333
Don't have any hot water.... ,1,112
@eNiBeNi lol im sorry! love ya! stupid dating coach that makes me feel self-conscious about my hair ,1,3138
@joenoia wass up lovely i anit show you no love yet... ,1,25
"Worst dream ever, and not my usual nightmare either. The worst part is its probably gonna come true ",1,267
pfff i want to go back to bed i feel horrible today ,1,146
I also want Easter Break / P�sklov! ,1,396
can't sleep and dunno why! ,1,328
Biking is hard ya'll ,1,305
@dougiemcfly morning  i'm really upset  my rabbit ran away last night  and the postman woke me up early  reply? ilu x.,1,158
off to the drs its too early ,1,467
man my internet is slow atm ,1,3268
is looking at the gray sky. The sun has been stolen again ,1,146
has a very painful shoulder this morning ,0,38
4.52 am ... I'm 2 tired 2 think!!!!... Peace out!!!!... M... 5564583833755523.... 811... ,1,349
i will say it out loud - i miss you a-hole and your answers to my iPhone questions. now who will help me upgrade to 3.0? ,1,27
"My heart is abused with so many hurtful lies, and truths. I hate being sappy about these kind of things. I hate it ",0,478
so. fucking. bored. of. work ,1,372
Landed funny on my foot this morning while jumping down the stairs and I twisted it. Quite sore now.. ,1,594
in a taxi on the way to get pizza. bad traffic and headache. worst. ,1,86
"@XombieXS Of course. What aren't they remaking?    At least with Haley, I have a bit of hope.",1,1440
I had a migraine and now I can't sleep. boo  ,1,569
"For some reason, I have a strong urge to draw illustrations for novel covers. ",1,296
"Prodigy were ace last night! Only managed a few hours sleep last night, not feeling myself today        Have a cool day guys.",1,77
has realised that this time it might actually be final ,1,395
having a horrible headache day and nose bleeding...awful feeling ,1,29
"just found that if I use Windows 7 to browse twitter.com, the firewall software will automatically turns off, and the PC hangs. ",0,592
Back to work with a bump!  The long weekend is definitely over ,1,79
"Curses, my yoghurt exploded in my bag on the way to work. Now everything smells like toffee ",0,345
"My heart is abused with so many hurtful lies and truths. I hate being sappy about these kind of things. I hate it  Gold for syf, k?",0,137
"ias awake, but has to go into school today ",1,233
"im lonely  keep me company! 22 female, california",1,609
in Genting now! But I now at gohtong jaya using com... ,1,582
@vishal_ud yeah got no choice.. 5am not to study.. 5 am to reach class on time for the paper   hows eco treating you?,1,268
@SLotH13 isliye call nahi kiya baad me..thinking ki ab to tu movie dekh raha hoga ,1,57179
gloomy weather...again ,1,3261
*sigh... gonna take a while to find all the files  argh,1,1853
is sad that the march break is over ,1,207
@mileycyrus AWWW u seriously have the cutest dog Miley! Sorry your not with her now  Hope u get some sleep! xoxo,1,1027
"QR + Veolia FAIL! Translink, the buses and trains don't align, so the early train is just as late as the  bus one hour later ",0,29
@crackcouture wow! that sounds fun! nah just going to melbourne for a couple of days unfortunately ,0,53
has tonsilitis on my birthday ,1,65
@jeffkang greeeeat but now i ate all my hard work away ,1,120
@EllenDeG ellen......... Do my messages not get to you.......  if you didn't notice i'm sad. I try so hard to communicate wif u,1,14613
"Observe &amp; Report was premiering at the Chinese Theater I was driving by slowly but only saw the reporters &amp; red carpet, no stars ",1,3798
Tried with smsjunction.com.. but got ODBC Driver errors.  ,1,246
@Ch0en huh?? Like what?? I didnt know? ,1,541
"I had plans today, and now I'm scared of you know, moving, for fear of teh boke  fml.",0,6314
Just heard Eminem's new single. It's official. He fell off. : Just heard Eminem's new single. It's official. He fell off. ,1,161
A bit under the weather the last coupla days -- workouts have been low in energy. ,1,583
It's a nice day for once and Chibi and I are stuck at home waiting for a parcel ,0,612
@OfficialRandL where's the update? or have i missed something ,1,1048
@ellisonrox awwww  but she will be on tomorrow @ 4. i will still watch her show even though you guys persecute me. are you far away? ,1,261
its the holidays and i still bloody insist on waking up at school times ,1,123
"Finger hurts, can't sleep even after my vicoden &amp; alcohol combo... ",1,21
"i fell tired, i want to sleep, but im almost done with some work, and i need to go to the bathroom ",1,124
is missing her roo and totally ready to be over this stupid sickness....arghhh ,0,117
@icedcoffee they end up back as read only ... and still the error persists. I cant add anything to the library now   so cant update my ...,1,231
@DelicatelyReal  I feel your pain,0,1641
I NEED to post a video!!!!  But I'm stuck...,0,255
@nixpineda I miss youuu. ,1,4016
penalty scored at Tynecastle. Still got beat though! ,1,15
"@duncn Revision, again.  Oh, and morning @itscammy!",1,239
Nobody likes Leatherhead. ,1,248
okay bbs &lt;3 does anyone know where i can get info on how night clubs in L.A. cost? i wanna rent one out next year please  I'll invite yall,1,282
has got combined ear and toothache and wants to rip her face off.  *stamps foot*,1,218
"@laratron alas, I have no Pimms ",1,636
"I don't think I like the Saw ride at Thorpe Park. The tv ad makes me feel sick, so goodness knows what the ride would do. ",0,703
just joined twitter and doesnt know anyone yet... ,1,439
"pfff, rearanging database ",1,401
is wishing he loved me ,1,146
@heidimontag The Hills episodes were so sad   PS. LOVE your name,1,17
Watching DJ Emir battle his computer for supreme ruler of the studio.  I think the computer is winning ,1,181
&quot;Flight of the Conchords&quot; suddenly disappeared from Spotify ,1,713
Kids up at the crack of dawn... I'm still full of cold. Bleh  Starting work... #stuckrecord,0,271
Naar Haddow. Racket mee! Wahey ,1,3420
@breonna  why not saturday??,1,132
"For some reason I can't explain, I know St Peter won't call my name ",1,120
@marleyuk I think you spoke too soon - big black rain cloud charging towards town now ,0,525
and i didnt end up seeing it  bumma...some ppl are being a pain,0,1368
is with the flu... ,0,359
isnt there any way we could update twitter through our cellphones ,1,1052
"@vindiekins Aww, you're leaving me?  Just was hoping for input -- I have avatars in the RP thread on MTP. Torn on personality...",1,131
@krist0ph3r thats damn sad   hope things will be fine after gud lunch...,1,224
"@sinktoswim,  hopefully it will be!!",1,86
"just enabled ActiveSync on my Google Apps account, I can now sync my contacts and calendars over the net, but no mail as of yet ",1,190
in LOveeee &lt;3 and it hurts ,1,587
I hate being away from her... I cant sleep alone anymore ,0,1061
Depressed. Our new app's Alpha 0.0.10 is now even more complex than our last app's version 9.5. I long for those  small dev teams days.  ,0,479
Currently watching &quot;Roommates&quot;. I miss the NYC!!! ,1,325
needs a hug ,1,830
Back at the office -     still only 3 days until another long weekend... ,1,81
@MsTyraC lol yea I thought about tht ..sowey  but thnx I have some rod ones sitting around&quot; orange my fav color just didn't kno how 2 use,1,375
Feeling blue...And almost everybody says that my jokes are bad. ,1,231
"waiting, waiting, waiting for a phone call that may mean I can actually sleep at night......but then again ",1,148
hate being here ,0,464
"@therealswizzz i guess graphic art didn't make the cut, huh? ",1,228
may hold off on hawk. Getting a job first might be a better idea... But i want it. ,1,812
"@jvmediadesign I have pic of bucket kitty!! but, I'll probably post it tomorrow now. means having to find cables and connections... ",1,133
"http://twitpic.com/2y65i - Snow, the guy I'm seeing car at work...lmao...he gonna kill me ",1,3577
"@BonnieBix controlling own life not possible uni after graduation, when i start masters.  boohoo",1,533
having a major head ache!!!!  this sucks men! arrrrrrrg!,1,116
@mileycyrus http://twitpic.com/2xszg - Napping? At this point you may need a few of those. GMA is gonna come early. ,1,321
yes it is  and i got ripped off do not shop at WOW. !!!,1,423
